Financier Country,Recipient,Recipient Region,Commitment Year,Title,Flow Class,Sector Name,Funding Agencies,Amount in USD (nominal),Source URLs,District,Development Region,Province,Location,"Distance to closest border crossing in km (India: Banbasa, India - Kanchanpur District, Nepal;
    Rupaidiha, India - Banke District, Nepal;
    Sonauli, India - Rupandehi District, Nepal;
    Raxaul, India - Birgunj, Nepal (also known as the 'Gateway of Nepal');
    Bhitthamore,India - Mahottari District, Nepal;
    Jogbani, India - Biratnagar, Nepal;
    Panitanki, India - Kakarbhitta, Nepal) (China: Gyirong, China –Rasuwa, Nepal; Zhangmu, China – Kodari, Nepal)",Ethnicity,Population (in 1000),GDP (Value Added) Rs. in million (2013),HDI (2013),Government Expenditure by district in thousands (year 2013)
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Parsa,Central,Madhesh,Jatahi,"28,2",Musalman,533174,30004.6,0.464,1296319.53
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Bara,Central,Madhesh,Bhagawanpur,"22,9",Musalman,609220,41527.0,0.457,1182728.5
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Mahottari,Central,Janakpur,Birgunj,9,Yadav,556271,17283.9,0.388,1178293.38
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Siraha,East,Sagarmatha,Kalaiyā,"17,1",Yadav,568333,17784.3,0.408,1278517.43
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Morang,East,Nr 1,Samsi,"25,8",Braham-Hill,880229,49026.1,0.513,1713304.47
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Morang,East,Nr 1,Kalyanpur,106,Braham-Hill,880229,49026.1,0.513,1713304.47
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Jhapa,East,Nr 1,Rangeli,"31,8",Braham-Hill,743957,40370.2,0.518,1607563.34
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Saptari,East,Madhesh,Kanepokhari,"40,8",Yadav,576027,20822.9,0.437,1176585.68
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Siraha,East,Madhesh,Kechana,"49,6",Yadav,568333,17784.3,0.408,1278517.43
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Morang,East,Nr 1,Bode Barsain,115,Braham-Hill,880229,49026.1,0.513,1713304.47
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Morang,East,Nr 1,Sirāhā,"72,1",Braham-Hill,880229,49026.1,0.513,1713304.47
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Sarlahi,Central,Madhesh,Chandra Garhi,"21,5",Yadav,682883,25341.1,0.402,1383283.57
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kailali,Far-Western,Sudurpashchim,Charali,"16,8",Chhetri,701431,29569.9,0.460,1722666.23
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kailali,Far-Western,Sudurpashchim,Murtiya,"66,2",Chhetri,701431,29569.9,0.460,1722666.23
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kailali,Far-Western,Sudurpashchim,Lamki,115,Chhetri,701431,29569.9,0.460,1722666.23
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kailali,Far-Western,Sudurpashchim,Dhangadhi,"67,4",Chhetri,701431,29569.9,0.460,1722666.23
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kailali,Far-Western,Sudurpashchim,Bhajani,123,Chhetri,701431,29569.9,0.460,1722666.23
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Chitawan,Central,Bagmati,Khakraula,136,Braham-Hill,537183,36270.9,0.551,1383942.55
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Bardiya,Mid-Western,Lumbini,Tikapur,125,Tharu,387623,18787.4,0.466,1423514.84
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Banke,Mid-Western,Lumbini,Sati Bajar,132,Musalman,442485,22619.6,0.475,1170702.97
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Dang,Mid-Western,Lumbini,Bhurigaun,"76,8",Tharu,499109,25240.2,0.485,1277719.69
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Bardiya,Mid-Western,Lumbini,Nepalgunj,"5,4",Tharu,387623,18787.4,0.466,1423514.84
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Chitawan,Central,Bagmati,Lamahi,136,Braham-Hill,537183,36270.9,0.551,1383942.55
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Dang,Mid-Western,Lumbini,Guleria,45,Tharu,499109,25240.2,0.485,1277719.69
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Ilam,East,Nr 1,Baghauda,156,Rai,269760,14852.2,0.562,983111.49
India,Nepal,Asia,2012,Terai Roads,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,343034,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kapilbastu,West,Lumbini,Koilabas,166,Musalman,508498,23002.8,0.432,1193584.51
India,Nepal,Asia,2012,Rail link between Jogbani-Biratnagar & Gauge Conversion (Jayanagar - Bijalpura - Bardibas),ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,2469848,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Mahottari,Central,Janakpur,Jitpur,"88,4",Yadav,556271,17283.9,0.388,1178293.38
India,Nepal,Asia,2012,Rail link between Jogbani-Biratnagar & Gauge Conversion (Jayanagar - Bijalpura - Bardibas),ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,2469848,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Mahottari,Central,Janakpur,Taulihawā,"48,5",Yadav,556271,17283.9,0.388,1178293.38
India,Nepal,Asia,2012,Rail link between Jogbani-Biratnagar & Gauge Conversion (Jayanagar - Bijalpura - Bardibas),ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,2469848,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Morang,East,Nr 1,Bardibas,"55,6",Braham-Hill,880229,49026.1,0.513,1713304.47
India,Nepal,Asia,2012,Integrated Check Posts,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,1543655,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Parsa,Central,Madhesh,Bijayalpura,"37,8",Musalman,533174,30004.6,0.464,1296319.53
India,Nepal,Asia,2012,Integrated Check Posts,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,1543655,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Morang,East,Nr 1,Biratnagar,"6,3",Braham-Hill,880229,49026.1,0.513,1713304.47
India,Nepal,Asia,2012,Integrated Check Posts,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,1543655,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Banke,Mid-Western,Lumbini,Birgunj,9,Musalman,442485,22619.6,0.475,1170702.97
India,Nepal,Asia,2012,Integrated Check Posts,ODA,TRANSPORT AND STORAGE,Indian Ministry of External Affairs,1543655,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Rupandehi,West,Lumbini,Biratnagar,"6,3",Braham-Hill,800430,40138.8,0.498,1581064.43
India,Nepal,Asia,2011,SAARC: Telemedicine,ODA,MULTISECTOR,Indian Ministry of External Affairs,218740,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Lalitpur,Central,Bagmati,Nepalgunj,"5,4",Newar,438629,36179.0,0.601,1620023.0
India,Nepal,Asia,2012,"Embankment construction on Lalbakaya, Bagmato, Kamla, and Khando rivers",ODA,GENERAL ENVIRONMENTAL PROTECTION,Indian Ministry of External Affairs,964784,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Saptari,East,Madhesh,Siddharthanagar,"3,7",Yadav,576027,20822.9,0.437,1176585.68
India,Nepal,Asia,2012,"Police training, human capacity building, and modernization programmes; Nepal Police Academy",ODA,"GOVERNMENT AND CIVIL SOCIETY, GENERAL",Indian Ministry of External Affairs,964784,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kavre,Central,Bagmati,Patan Hospital,134,Tamang,353924,21777.6,0.520,1147402.2
India,Nepal,Asia,2010,Science Learning Centre ,ODA,MULTISECTOR,Indian Ministry of External Affairs,237430,https://www.aiddata.org/data/indian-development-finance-dataset-version-1-0 | https://www.mea.gov.in/budget.htm?59/Budget,Kathmandu,Central,Bagmati,Saptarī,"90,7",Braham-Hill,1632640,196723.1,0.632,3983659.85
India,Nepal,Asia,2015,"Embarkement construction on Lalbakaya, Bagmati, Kamla and Khando rivers",ODA,GENERAL ENVIRONMENTAL PROTECTION,Indian Ministry of External Affairs,591112,http://mea.gov.in/Uploads/PublicationDocs/26823_1-MEA_Outcome_2016-17_English_1.pdf,Bara,Central,Madhesh,Panauti̇̄,164,Musalman,609220,41527.0,0.457,1182728.5
India,Nepal,Asia,2015,"Embarkement construction on Lalbakaya, Bagmati, Kamla and Khando rivers",ODA,GENERAL ENVIRONMENTAL PROTECTION,Indian Ministry of External Affairs,591112,http://mea.gov.in/Uploads/PublicationDocs/26823_1-MEA_Outcome_2016-17_English_1.pdf,Kathmandu,Central,Bagmati,Nepal Academy of Science and Technology,140,Braham-Hill,1632640,196723.1,0.632,3983659.85
India,Nepal,Asia,2015,"Embarkement construction on Lalbakaya, Bagmati, Kamla and Khando rivers",ODA,GENERAL ENVIRONMENTAL PROTECTION,Indian Ministry of External Affairs,591112,http://mea.gov.in/Uploads/PublicationDocs/26823_1-MEA_Outcome_2016-17_English_1.pdf,Siraha,East,Madhesh,Sirāhā,"72,1",Yadav,568333,17784.3,0.408,1278517.43
